"18073","null","null","null","0.14385453","-0.3276432","0.5196783"
"18073","null","null","null","0.027106347","-0.2268534","0.58442813"
"18073","-5.0399036","1.2760515","-4.8458033","null","null","null"
"18073","null","null","null","-0.088343784","-0.14255647","0.6424586"
"18073","-5.274256","1.2964497","-5.451458","null","null","null"
"18073","null","null","null","-0.20012884","-0.074752435","0.6962132"
"18073","null","null","null","-0.3070271","-0.027106347","0.7444701"
"18073","null","null","null","-0.4065952","-8.39915E-4","0.7884511"
"18073","-4.917971","1.1561155","-5.8802347","null","null","null"
"18074","null","null","null","-0.49638975","0.0046577104","0.8293779"
"18074","-4.5120687","0.9345188","-6.1915855","null","null","null"
"18074","null","null","null","-0.5696914","0.0052685575","0.86541784"
"18074","null","null","null","-0.6246677","0.018707197","0.8984036"
"18074","null","null","null","-0.65765345","0.0510821","0.9271134"
"18074","-4.257111","0.67435455","-5.7825975","null","null","null"
"18074","null","null","null","-0.66925955","0.10483666","0.9552124"
"18074","-3.917581","0.6169262","-3.9439113","null","null","null"
"18074","null","null","null","-0.66803783","0.16958646","0.9814788"
"18074","null","null","null","-0.6588751","0.24472068","1.0059128"
"18074","null","null","null","-0.6533775","0.3290176","1.0254599"
"18074","-3.3786054","0.7899666","-1.8780637","null","null","null"
"18075","null","null","null","-0.6545992","0.41636875","1.0431744"
"18079","null","null","null","-0.6582643","0.50127655","1.0590564"
"18079","-2.5110261","1.2098064","-0.42390752","null","null","null"
"18081","null","null","null","-0.64543647","0.58313006","1.0694408"
"18082","null","null","null","-0.6057314","0.66559446","1.0706625"
"18082","-1.3147593","1.794097","0.76826656","null","null","null"
"18085","null","null","null","-0.5367057","0.7480588","1.0633323"
"18087","null","null","null","-0.44507858","0.82441473","1.0498937"
"18087","-0.08461338","2.340907","2.2990484","null","null","null"
"18089","null","null","null","-0.34734303","0.8934405","1.03279"
"18092","null","null","null","-0.25877017","0.95757943","1.0138538"
"18092","0.89664394","2.9611235","3.4016325","null","null","null"
"18095","null","null","null","-0.18607935","1.0198859","0.99491745"
"18097","null","null","null","-0.12865971","1.0895225","0.972927"
"18098","1.539521","3.5752993","3.2750468","null","null","null"
"18100","null","null","null","-0.09323056","1.1652675","0.9546015"
"18102","null","null","null","-0.07490514","1.2336824","0.944828"
