"12304","null","null","null","0.14950487","-0.24892026","-0.80311143"
"12305","null","null","null","0.19226417","-0.25930467","-0.73347485"
"12305","0.24824166","1.4960413","1.3243821","null","null","null"
"12305","null","null","null","0.23319094","-0.24281178","-0.6503996"
"12305","-0.9466064","1.5345392","1.9920292","null","null","null"
"12305","null","null","null","0.27228516","-0.20127417","-0.56060505"
"12305","null","null","null","0.3113794","-0.13224843","-0.4653129"
"12305","null","null","null","0.34680852","-0.04734066","-0.3620797"
"12305","-1.7642692","1.659976","2.722198","null","null","null"
"12305","null","null","null","0.381016","0.049784053","-0.25762483"
"12305","null","null","null","0.41033664","0.15790401","-0.1525591"
"12305","-2.3142571","1.9296851","3.2395337","null","null","null"
"12305","null","null","null","0.4378248","0.26724568","-0.05054761"
"12305","null","null","null","0.45981526","0.3814741","0.046577103"
"12305","-2.477961","2.3312511","3.2935133","null","null","null"
"12305","null","null","null","0.47814068","0.49387002","0.14064758"
"12305","null","null","null","0.49280104","0.6045097","0.23235102"
"12305","-2.255305","2.8198357","3.1316535","null","null","null"
"12305","null","null","null","0.505018","0.7144622","0.3251998"
"12309","null","null","null","0.5160132","0.8225822","0.42110282"
"12309","-2.032837","3.1918507","2.717761","null","null","null"
"12310","null","null","null","0.52578676","0.92703706","0.5176167"
"12313","null","null","null","0.5398363","1.0253835","0.6086329"
"12313","-2.0564084","3.2967682","2.3178208","null","null","null"
"12315","null","null","null","0.56182677","1.1102912","0.69170815"
"12317","-1.9628875","3.3058014","2.0820384","null","null","null"
"12317","null","null","null","0.58748233","1.1897014","0.75767964"
"12320","null","null","null","0.6180247","1.2617813","0.8071583"
"12322","-1.395885","3.40629","1.8364501","null","null","null"
"12322","null","null","null","0.64795625","1.3301963","0.8438091"
"12325","null","null","null","0.6833854","1.3943353","0.8731298"
"12327","null","null","null","0.7200362","1.4474789","0.8938986"
"12327","-0.976763","3.4076385","1.5474143","null","null","null"
"12330","null","null","null","0.7591304","1.4884057","0.9079481"
"12333","null","null","null","0.8025006","1.5122287","0.9177216"
"12333","-0.6938782","3.1292315","1.2592374","null","null","null"
"12334","null","null","null","0.84281653","1.5348301","0.92016506"
"12337","null","null","null","0.88129985","1.5507121","0.9213867"
"12337","-0.3381915","2.569952","0.80248237","null","null","null"
"12341","null","null","null","0.9148965","1.5537664","0.9158891"
"12342","-0.20654798","1.8492365","0.18201327","null","null","null"
"12342","null","null","null","0.94116294","1.5342193","0.9012288"
"12344","null","null","null","0.9588775","1.4932925","0.8737407"
"12347","null","null","null","0.96804017","1.4346511","0.8315922"
"12347","0.29707575","1.1432991","-0.6212566","null","null","null"
"12349","null","null","null","0.9662076","1.351576","0.7735617"
"12352","null","null","null","0.9564341","1.251397","0.6941516"
"12352","1.2924013","0.49761105","-1.7696238","null","null","null"
"12354","null","null","null","0.93749785","1.1402228","0.6031353"
"12358","null","null","null","0.908788","1.0241618","0.5023455"
"12358","2.653484","-0.085393906","-2.8288724","null","null","null"
"12360","null","null","null","0.8709155","0.9019923","0.40033403"
"12362","null","null","null","0.8257128","0.76271915","0.30626354"
"12362","3.65596","-0.75341225","-3.7410426","null","null","null"
"12364","null","null","null","0.7780667","0.61122906","0.22624256"
"12367","3.9666188","-1.5347834","-4.435566","null","null","null"
"12367","null","null","null","0.7304206","0.45294324","0.16324893"
"12369","null","null","null","0.6772769","0.28679278","0.11071607"
"12372","null","null","null","0.6265766","0.12003148","0.075286925"
"12372","3.6620083","-2.2721872","-4.649034","null","null","null"
"12375","null","null","null","0.5679352","-0.04367558","0.050242186"
"12377","3.2386942","-2.823019","-4.7915144","null","null","null"
"12377","null","null","null","0.5037963","-0.1963874","0.030695075"
"12380","null","null","null","0.44026816","-0.3307738","0.020310672"
"12382","2.9962935","-3.2136364","-4.873804","null","null","null"
"12382","null","null","null","0.37063158","-0.44255883","0.014813046"
"12384","null","null","null","0.30160582","-0.52990997","0.0038177953"
"12387","2.9537952","-3.5363865","-4.760192","null","null","null"
"12387","null","null","null","0.22708246","-0.5842754","-0.010842538"
"12389","null","null","null","0.15316994","-0.6142069","-0.032222193"
"12392","null","null","null","0.0762032","-0.61176354","-0.06154286"
"12392","3.4337523","-3.6673384","-4.5318294","null","null","null"
"12394","null","null","null","0.0029015245","-0.5842754","-0.09575031"
"12396","null","null","null","-0.06306998","-0.53418595","-0.13117945"
"12397","3.9931693","-3.6858282","-4.293024","null","null","null"
"12399","null","null","null","-0.12293301","-0.46332765","-0.1641652"
"12401","null","null","null","-0.17485502","-0.3875826","-0.1977618"
"12402","4.144328","-3.5809479","-3.8544831","null","null","null"
"12404","null","null","null","-0.21272756","-0.3051182","-0.22586077"
"12406","null","null","null","-0.24273543","-0.22143213","-0.2545706"
"12407","3.9905615","-3.4204397","-3.3787663","null","null","null"
"12409","null","null","null","-0.26778015","-0.14324369","-0.28083703"
"12412","null","null","null","-0.2916032","-0.06688777","-0.30649263"
"12412","3.777619","-3.2338905","-3.1253335","null","null","null"
"12414","null","null","null","-0.31237203","-0.0045813546","-0.33153734"
"12417","null","null","null","-0.33314082","0.055281676","-0.3541387"
"12417","3.6172895","-2.8920774","-3.2004485","null","null","null"
"12418","null","null","null","-0.35390964","0.110868774","-0.3816268"
"12421","null","null","null","-0.37040251","0.15057385","-0.41339087"
"12421","3.374454","-2.4932718","-3.5498185","null","null","null"
"12424","null","null","null","-0.38872793","0.1963874","-0.44882002"
"12426","null","null","null","-0.40827504","0.24403349","-0.48669255"
"12427","3.363149","-1.9587908","-3.651845","null","null","null"
"12429","null","null","null","-0.43026555","0.28618193","-0.52945185"
"12431","null","null","null","-0.45225605","0.33138463","-0.57831967"
"12431","3.4508495","-1.3572588","-3.6811173","null","null","null"
"12434","null","null","null","-0.47607908","0.3814741","-0.62474406"
"12436","3.5938554","-0.7977562","-3.6759694","null","null","null"
"12436","null","null","null","-0.50051296","0.43461782","-0.6736118"
"12438","null","null","null","-0.52372515","0.49081576","-0.7237013"
"12441","null","null","null","-0.54693735","0.54518116","-0.7701257"
"12441","3.6603112","-0.31859398","-3.643792","null","null","null"
"12443","null","null","null","-0.5695387","0.6026008","-0.8092199"
"12446","null","null","null","-0.58969665","0.67231375","-0.8330429"
"12446","3.6524568","0.21566963","-3.5741792","null","null","null"
"12448","null","null","null","-0.60252446","0.7529456","-0.8397623"
"12451","null","null","null","-0.60985464","0.8464052","-0.8293779"
"12451","3.028508","0.69945717","-3.3370378","null","null","null"
"12454","null","null","null","-0.6080221","0.9490276","-0.80738735"
"12456","2.0351295","1.1183996","-2.7265232","null","null","null"
"12456","null","null","null","-0.59580517","1.0559258","-0.7744016"
"12458","null","null","null","-0.576258","1.1646566","-0.7267555"
"12461","null","null","null","-0.5457157","1.2739983","-0.6644491"
"12461","1.2893441","1.523963","-1.9972489","null","null","null"
